in s,C1 in V,C2 in V,C3 in V,C4 in V
3.6204E-04,6.91223E-03,5.79254E-03,3.00448E-01,1.91345E-04
3.6532E-04,7.15637E-03,6.47919E-03,2.88318E-01,-4.95300E-04
3.6860E-04,7.88879E-03,7.01324E-03,2.77408E-01,-1.56342E-03
3.7187E-04,7.88879E-03,6.17401E-03,2.72891E-01,-1.13831E-04
3.7515E-04,7.98035E-03,6.63177E-03,2.66223E-01,-2.66418E-04
3.7843E-04,7.61414E-03,7.47101E-03,2.57052E-01,-5.71594E-04
3.8170E-04,7.85828E-03,7.47101E-03,2.48401E-01,-2.66418E-04
3.8498E-04,8.07190E-03,8.08136E-03,2.45959E-01,-9.53064E-04
3.8826E-04,8.01086E-03,7.92877E-03,2.47073E-01,4.96521E-04
3.9153E-04,8.10242E-03,7.54730E-03,2.50842E-01,-3.75366E-05
3.9481E-04,8.77380E-03,7.39471E-03,2.57846E-01,-4.95300E-04
3.9809E-04,9.17053E-03,7.69989E-03,2.62927E-01,-2.66418E-04
4.0136E-04,9.56726E-03,8.00507E-03,2.66330E-01,-1.13831E-04
4.0464E-04,9.32312E-03,8.08136E-03,2.76111E-01,-1.10565E-03
4.0792E-04,9.59778E-03,8.53912E-03,2.86425E-01,-3.42712E-04
4.1119E-04,9.32312E-03,7.69989E-03,2.99365E-01,-3.42712E-04
4.1447E-04,8.95691E-03,7.47101E-03,3.09588E-01,-1.33453E-03
4.1775E-04,9.07898E-03,7.01324E-03,3.21490E-01,3.43933E-04
4.2102E-04,8.74329E-03,6.02142E-03,3.28647E-01,-9.53064E-04
4.2430E-04,8.01086E-03,5.86884E-03,3.40045E-01,3.87573E-05
4.2758E-04,7.94983E-03,6.02142E-03,3.55548E-01,-4.95300E-04
4.3085E-04,7.76672E-03,5.48737E-03,3.63879E-01,-8.76770E-04
4.3413E-04,7.70569E-03,4.95331E-03,3.76468E-01,-1.18195E-03
4.3741E-04,7.79724E-03,4.80072E-03,3.97525E-01,-1.56342E-03
4.4068E-04,7.67517E-03,4.87701E-03,4.22870E-01,-1.41083E-03
4.4396E-04,7.70569E-03,4.57184E-03,4.34329E-01,-4.95300E-04
4.4724E-04,8.07190E-03,4.49554E-03,4.55035E-01,-2.63153E-03
4.5052E-04,8.10242E-03,4.57184E-03,4.77511E-01,-1.86859E-03
4.5379E-04,8.07190E-03,5.41107E-03,4.89581E-01,-2.09747E-03
4.5707E-04,8.40759E-03,6.55548E-03,5.03329E-01,-1.79230E-03
4.6035E-04,8.28552E-03,4.87701E-03,5.11584E-01,-1.86859E-03
4.6362E-04,9.17053E-03,5.18219E-03,5.18130E-01,-2.32635E-03
4.6690E-04,8.71277E-03,4.49554E-03,5.22464E-01,-2.32635E-03
4.7018E-04,9.10950E-03,4.49554E-03,5.28247E-01,-9.53064E-04
4.7345E-04,9.17053E-03,4.19037E-03,5.32840E-01,-1.10565E-03
4.7673E-04,9.32312E-03,4.41925E-03,5.33740E-01,-1.41083E-03
4.8001E-04,9.62830E-03,4.49554E-03,5.33053E-01,-8.00476E-04
4.8328E-04,9.56726E-03,4.26666E-03,5.31253E-01,-5.71594E-04
4.8656E-04,9.62830E-03,6.25031E-03,5.27820E-01,-3.42712E-04
4.8984E-04,1.03302E-02,6.78436E-03,5.23745E-01,-8.00476E-04
4.9311E-04,1.10016E-02,6.47919E-03,5.15139E-01,-1.10565E-03
4.9639E-04,1.15204E-02,7.01324E-03,5.02276E-01,-4.19006E-04
4.9967E-04,1.18256E-02,7.08954E-03,4.88940E-01,4.20227E-04
5.0294E-04,1.16119E-02,6.32660E-03,4.76413E-01,9.54285E-04
5.0622E-04,1.21002E-02,6.47919E-03,4.56454E-01,1.48834E-03
5.0950E-04,1.17645E-02,5.56366E-03,4.53204E-01,6.49109E-04
5.1277E-04,1.17950E-02,6.63177E-03,4.44354E-01,1.18317E-03
5.1605E-04,1.21918E-02,6.70807E-03,4.28027E-01,9.54285E-04
5.1933E-04,1.20087E-02,5.94513E-03,4.01095E-01,4.20227E-04
5.2260E-04,1.23138E-02,5.94513E-03,3.81625E-01,8.77991E-04
5.2588E-04,1.19171E-02,5.41107E-03,3.64016E-01,1.18317E-03
5.2916E-04,1.20087E-02,5.33478E-03,3.45462E-01,8.01697E-04
5.3244E-04,1.21002E-02,6.02142E-03,3.35376E-01,1.56464E-03
5.3571E-04,1.18256E-02,6.86066E-03,3.18423E-01,1.25946E-03
5.3899E-04,1.19171E-02,5.33478E-03,3.04599E-01,1.79352E-03
5.4227E-04,1.16119E-02,5.79254E-03,2.91858E-01,2.02240E-03
5.4554E-04,1.21613E-02,5.94513E-03,2.78003E-01,4.23492E-03
5.4882E-04,1.14594E-02,5.63995E-03,2.69885E-01,4.31122E-03
5.5210E-04,1.20697E-02,6.09772E-03,2.66330E-01,5.45563E-03
5.5537E-04,1.18561E-02,6.02142E-03,2.61493E-01,4.84528E-03
5.5865E-04,1.13373E-02,6.02142E-03,2.56289E-01,3.47198E-03
5.6193E-04,1.14288E-02,6.32660E-03,2.51559E-01,5.22675E-03
5.6520E-04,1.18866E-02,6.47919E-03,2.50781E-01,6.44745E-03
5.6848E-04,1.19476E-02,6.32660E-03,2.49682E-01,5.60822E-03
5.7176E-04,1.19171E-02,5.79254E-03,2.45822E-01,6.44745E-03
5.7503E-04,1.24969E-02,6.47919E-03,2.45700E-01,6.82892E-03
5.7831E-04,1.26495E-02,5.71625E-03,2.48858E-01,5.91339E-03
5.8159E-04,1.26801E-02,5.56366E-03,2.54107E-01,4.99786E-03
5.8486E-04,1.25275E-02,4.57184E-03,2.59799E-01,5.15045E-03
5.8814E-04,1.28326E-02,5.33478E-03,2.72372E-01,5.30304E-03
5.9142E-04,1.29852E-02,6.09772E-03,2.81512E-01,6.06598E-03
5.9469E-04,1.25580E-02,5.02960E-03,2.85190E-01,5.60822E-03
5.9797E-04,1.28021E-02,5.94513E-03,2.98617E-01,4.92157E-03
6.0125E-04,1.22223E-02,6.09772E-03,3.09863E-01,5.07416E-03
6.0452E-04,1.29242E-02,6.17401E-03,3.21444E-01,5.60822E-03
6.0780E-04,1.28937E-02,5.48737E-03,3.30310E-01,4.99786E-03
6.1108E-04,1.24054E-02,5.63995E-03,3.51825E-01,4.99786E-03
6.1436E-04,1.25885E-02,5.33478E-03,3.64962E-01,4.76898E-03
6.1763E-04,1.33820E-02,5.71625E-03,3.79443E-01,4.69269E-03
6.2091E-04,1.32599E-02,6.02142E-03,3.93206E-01,3.62457E-03
6.2419E-04,1.29242E-02,5.63995E-03,4.03781E-01,3.70087E-03
6.2746E-04,1.31683E-02,5.94513E-03,4.16507E-01,4.46381E-03
6.3074E-04,1.27106E-02,5.33478E-03,4.28668E-01,4.61639E-03
6.3402E-04,1.24359E-02,5.25848E-03,4.46902E-01,4.92157E-03
6.3729E-04,1.21613E-02,5.48737E-03,4.66220E-01,5.37933E-03
6.4057E-04,1.27106E-02,4.49554E-03,4.76031E-01,6.52374E-03
6.4385E-04,1.24054E-02,4.49554E-03,4.81555E-01,5.98969E-03
6.4712E-04,1.23749E-02,4.41925E-03,4.90023E-01,5.60822E-03
6.5040E-04,1.25275E-02,4.34296E-03,5.05496E-01,5.45563E-03
6.5368E-04,1.26801E-02,4.57184E-03,5.12408E-01,5.83710E-03
6.5695E-04,1.32599E-02,4.41925E-03,5.20083E-01,6.21857E-03
6.6023E-04,1.31683E-02,5.94513E-03,5.24585E-01,5.83710E-03
6.6351E-04,1.33514E-02,4.72443E-03,5.27285E-01,7.05780E-03
6.6678E-04,1.37787E-02,4.34296E-03,5.29239E-01,8.27850E-03
6.7006E-04,1.39923E-02,3.80890E-03,5.29452E-01,8.20221E-03
6.7334E-04,1.45416E-02,4.34296E-03,5.28933E-01,7.74445E-03
6.7661E-04,1.42365E-02,4.64813E-03,5.26202E-01,7.59186E-03
6.7989E-04,1.42365E-02,4.49554E-03,5.22342E-01,6.82892E-03
6.8317E-04,1.42059E-02,4.80072E-03,5.20755E-01,6.21857E-03
6.8644E-04,1.44501E-02,5.48737E-03,5.15155E-01,6.75262E-03
6.8972E-04,1.46942E-02,5.86884E-03,5.06137E-01,6.82892E-03
6.9300E-04,1.48163E-02,6.25031E-03,4.97119E-01,7.05780E-03
6.9628E-04,1.57623E-02,6.25031E-03,4.87140E-01,6.75262E-03
6.9955E-04,1.63422E-02,7.31842E-03,4.71164E-01,5.53192E-03
7.0283E-04,1.57623E-02,6.93695E-03,4.61276E-01,6.21857E-03
7.0611E-04,1.61591E-02,6.78436E-03,4.43805E-01,5.45563E-03
7.0938E-04,1.60980E-02,7.39471E-03,4.27722E-01,6.21857E-03
7.1266E-04,1.63422E-02,6.86066E-03,4.06436E-01,6.06598E-03
7.1594E-04,1.60370E-02,6.70807E-03,3.87256E-01,5.07416E-03
7.1921E-04,1.63727E-02,6.78436E-03,3.74209E-01,5.22675E-03
7.2249E-04,1.65863E-02,7.24213E-03,3.54907E-01,5.83710E-03
7.2577E-04,1.67694E-02,6.55548E-03,3.41906E-01,6.44745E-03
7.2904E-04,1.68610E-02,6.17401E-03,3.22665E-01,6.75262E-03
7.3232E-04,1.65253E-02,6.17401E-03,2.99502E-01,6.29486E-03
7.3560E-04,1.62506E-02,6.40289E-03,2.88211E-01,5.83710E-03
7.3887E-04,1.58844E-02,5.56366E-03,2.73562E-01,5.68451E-03
7.4215E-04,1.57928E-02,5.33478E-03,2.60379E-01,5.68451E-03
7.4543E-04,1.56708E-02,5.86884E-03,2.54474E-01,5.98969E-03
7.4870E-04,1.63116E-02,7.01324E-03,2.50567E-01,6.52374E-03
7.5198E-04,1.64642E-02,6.78436E-03,2.47195E-01,7.59186E-03
7.5526E-04,1.73798E-02,6.63177E-03,2.45547E-01,7.13409E-03
7.5853E-04,1.72577E-02,7.69989E-03,2.45822E-01,7.89703E-03
7.6181E-04,1.80206E-02,7.77618E-03,2.47043E-01,8.04962E-03
7.6509E-04,1.86310E-02,8.15765E-03,2.50888E-01,6.75262E-03
7.6836E-04,1.83563E-02,7.08954E-03,2.54550E-01,6.75262E-03
7.7164E-04,1.81427E-02,6.93695E-03,2.60333E-01,6.37115E-03
7.7492E-04,1.80511E-02,6.78436E-03,2.65704E-01,5.45563E-03
7.7820E-04,1.80511E-02,6.40289E-03,2.72311E-01,7.66815E-03
7.8147E-04,1.85699E-02,6.47919E-03,2.84594E-01,7.59186E-03
7.8475E-04,1.87225E-02,6.55548E-03,3.00525E-01,7.43927E-03
7.8803E-04,1.89362E-02,8.69171E-03,3.18530E-01,7.89703E-03
7.9130E-04,1.91498E-02,7.24213E-03,3.35864E-01,7.82074E-03
7.9458E-04,1.84784E-02,6.93695E-03,3.51672E-01,6.90521E-03
7.9786E-04,1.86615E-02,6.55548E-03,3.82296E-01,6.90521E-03
8.0113E-04,1.89362E-02,5.63995E-03,4.16888E-01,6.82892E-03
8.0441E-04,1.86005E-02,5.79254E-03,4.30728E-01,6.98151E-03
8.0769E-04,1.82037E-02,5.10590E-03,4.56408E-01,7.05780E-03
8.1096E-04,1.85394E-02,5.33478E-03,4.68829E-01,7.59186E-03
8.1424E-04,1.85394E-02,5.41107E-03,4.74780E-01,6.52374E-03
8.1752E-04,1.83868E-02,5.33478E-03,4.88421E-01,6.06598E-03
8.2079E-04,1.81732E-02,5.94513E-03,4.98080E-01,6.75262E-03
8.2407E-04,1.86615E-02,4.87701E-03,5.06228E-01,7.05780E-03
8.2735E-04,1.84174E-02,4.87701E-03,5.16467E-01,7.51556E-03
8.3062E-04,1.82648E-02,4.49554E-03,5.24951E-01,7.21039E-03
8.3390E-04,1.79901E-02,3.80890E-03,5.29742E-01,7.97333E-03
8.3718E-04,1.81427E-02,3.04596E-03,5.31695E-01,8.88885E-03
8.4045E-04,1.82648E-02,4.72443E-03,5.31955E-01,7.97333E-03
8.4373E-04,1.85394E-02,4.34296E-03,5.30734E-01,8.35480E-03
8.4701E-04,1.83563E-02,4.95331E-03,5.27392E-01,7.36298E-03
8.5028E-04,1.86005E-02,5.86884E-03,5.18268E-01,7.74445E-03
8.5356E-04,1.88446E-02,6.32660E-03,5.00308E-01,7.36298E-03
8.5684E-04,1.87836E-02,5.63995E-03,4.89917E-01,7.74445E-03
8.6012E-04,1.85394E-02,5.02960E-03,4.78366E-01,7.82074E-03
8.6339E-04,1.86310E-02,4.34296E-03,4.59308E-01,7.43927E-03
8.6667E-04,1.80511E-02,5.41107E-03,4.43240E-01,7.36298E-03
8.6995E-04,1.91193E-02,4.72443E-03,4.33764E-01,6.67633E-03
8.7322E-04,1.93329E-02,4.41925E-03,4.24807E-01,5.91339E-03
8.7650E-04,1.91498E-02,4.57184E-03,4.14508E-01,7.74445E-03
8.7978E-04,1.93329E-02,4.95331E-03,3.99569E-01,7.89703E-03
8.8305E-04,1.94550E-02,3.96149E-03,3.86966E-01,8.12592E-03
8.8633E-04,1.94244E-02,5.18219E-03,3.70364E-01,8.65997E-03
8.8961E-04,1.96686E-02,5.63995E-03,3.48956E-01,9.34662E-03
8.9288E-04,1.98212E-02,5.33478E-03,3.35727E-01,8.88885E-03
8.9616E-04,1.98517E-02,5.25848E-03,3.15326E-01,8.58368E-03
8.9944E-04,1.94855E-02,4.57184E-03,2.95154E-01,9.72809E-03
9.0271E-04,1.97906E-02,5.02960E-03,2.77820E-01,9.49921E-03
9.0599E-04,1.93939E-02,3.96149E-03,2.64041E-01,1.01096E-02
9.0927E-04,1.94550E-02,4.11407E-03,2.55816E-01,1.06436E-02
9.1254E-04,1.97906E-02,4.57184E-03,2.52490E-01,1.00333E-02
9.1582E-04,2.07977E-02,3.88519E-03,2.48340E-01,1.07962E-02
9.1910E-04,2.10724E-02,4.95331E-03,2.47455E-01,1.14066E-02
9.2237E-04,2.13165E-02,5.33478E-03,2.49835E-01,1.17117E-02
9.2565E-04,2.17438E-02,5.71625E-03,2.52581E-01,1.17117E-02
9.2893E-04,2.20490E-02,6.09772E-03,2.57937E-01,1.24747E-02
9.3220E-04,2.24762E-02,6.32660E-03,2.65612E-01,1.17880E-02
9.3548E-04,2.33612E-02,6.47919E-03,2.74096E-01,1.27036E-02
9.3876E-04,2.43073E-02,6.17401E-03,2.81329E-01,1.27036E-02
9.4204E-04,2.37885E-02,7.08954E-03,2.97030E-01,1.30087E-02
9.4531E-04,2.51923E-02,7.92877E-03,3.11221E-01,1.29324E-02
9.4859E-04,2.49786E-02,6.93695E-03,3.15783E-01,1.22458E-02
9.5187E-04,2.49481E-02,8.15765E-03,3.27685E-01,1.19406E-02
9.5514E-04,2.54364E-02,8.38654E-03,3.34796E-01,1.23984E-02
9.5842E-04,2.54059E-02,7.47101E-03,3.54129E-01,1.23221E-02
9.6170E-04,2.55280E-02,8.15765E-03,3.77459E-01,1.27798E-02
9.6497E-04,2.52228E-02,7.01324E-03,3.91742E-01,1.14828E-02
9.6825E-04,2.50702E-02,7.01324E-03,4.01172E-01,1.13303E-02
9.7153E-04,2.52838E-02,6.63177E-03,4.08709E-01,1.14828E-02
9.7480E-04,2.49176E-02,7.39471E-03,4.23526E-01,1.09488E-02
9.7808E-04,2.50702E-02,7.16583E-03,4.44796E-01,1.12540E-02
9.8136E-04,2.47955E-02,6.63177E-03,4.76321E-01,1.17880E-02
9.8463E-04,2.52533E-02,7.39471E-03,4.90512E-01,1.20932E-02
9.8791E-04,2.54364E-02,7.08954E-03,5.06976E-01,1.11777E-02
9.9119E-04,2.51923E-02,7.31842E-03,5.13125E-01,1.18643E-02
9.9446E-04,2.53754E-02,7.77618E-03,5.18573E-01,1.17880E-02
9.9774E-04,2.55585E-02,7.69989E-03,5.25699E-01,1.24747E-02
1.0010E-03,2.47955E-02,6.93695E-03,5.29361E-01,1.33139E-02
1.0043E-03,2.46735E-02,6.40289E-03,5.32245E-01,1.42294E-02
1.0076E-03,2.50092E-02,6.17401E-03,5.33587E-01,1.45346E-02
1.0108E-03,2.41241E-02,5.48737E-03,5.34045E-01,1.49924E-02
1.0141E-03,2.36359E-02,4.95331E-03,5.31039E-01,1.53738E-02
1.0174E-03,2.34222E-02,4.80072E-03,5.23822E-01,1.49161E-02
1.0207E-03,2.31476E-02,4.26666E-03,5.14026E-01,1.58316E-02
1.0240E-03,2.27509E-02,3.58002E-03,4.99850E-01,1.50687E-02
1.0272E-03,2.26593E-02,2.74078E-03,4.88604E-01,1.48398E-02
1.0305E-03,2.29950E-02,3.88519E-03,4.79953E-01,1.44583E-02
1.0338E-03,2.28424E-02,3.88519E-03,4.65686E-01,1.52213E-02
1.0371E-03,2.38495E-02,4.87701E-03,4.50900E-01,1.57553E-02
1.0403E-03,2.36359E-02,5.56366E-03,4.39837E-01,1.56027E-02
1.0436E-03,2.41547E-02,5.71625E-03,4.26867E-01,1.43820E-02
1.0469E-03,2.43073E-02,5.71625E-03,4.09945E-01,1.44583E-02
1.0502E-03,2.39105E-02,5.48737E-03,3.97784E-01,1.43820E-02
1.0534E-03,2.39410E-02,5.41107E-03,3.81915E-01,1.54501E-02
1.0567E-03,2.40631E-02,4.80072E-03,3.61270E-01,1.52975E-02
1.0600E-03,2.46429E-02,5.25848E-03,3.47934E-01,1.63657E-02
1.0633E-03,2.44598E-02,4.87701E-03,3.32187E-01,1.57553E-02
1.0666E-03,2.44598E-02,3.19855E-03,3.08352E-01,1.42294E-02
1.0698E-03,2.40631E-02,2.51190E-03,2.89447E-01,1.43057E-02
1.0731E-03,2.44293E-02,2.35931E-03,2.77255E-01,1.49924E-02
1.0764E-03,2.41241E-02,3.04596E-03,2.66299E-01,1.40768E-02
1.0797E-03,2.43378E-02,3.58002E-03,2.58273E-01,1.42294E-02
1.0829E-03,2.45819E-02,4.26666E-03,2.52871E-01,1.38480E-02
1.0862E-03,2.43378E-02,3.35114E-03,2.49026E-01,1.35428E-02
1.0895E-03,2.48566E-02,4.19037E-03,2.46615E-01,1.25510E-02
1.0928E-03,2.46735E-02,3.50372E-03,2.46447E-01,1.26273E-02
1.0960E-03,2.44904E-02,3.19855E-03,2.46875E-01,1.22458E-02
1.0993E-03,2.41852E-02,4.49554E-03,2.49423E-01,1.21695E-02
1.1026E-03,2.40021E-02,3.27484E-03,2.53192E-01,1.22458E-02
1.1059E-03,2.40936E-02,3.35114E-03,2.60745E-01,1.30087E-02
1.1092E-03,2.37274E-02,1.82526E-03,2.73196E-01,1.40768E-02
1.1124E-03,2.40936E-02,2.74078E-03,2.87494E-01,1.36191E-02
1.1157E-03,2.33612E-02,1.74896E-03,2.98297E-01,1.40005E-02
1.1190E-03,2.39105E-02,1.97784E-03,3.16516E-01,1.56790E-02
1.1223E-03,2.41547E-02,2.05414E-03,3.38992E-01,1.57553E-02
1.1255E-03,2.38190E-02,3.12225E-03,3.56936E-01,1.56790E-02
1.1288E-03,2.42157E-02,2.35931E-03,3.71219E-01,1.52975E-02
1.1321E-03,2.45819E-02,2.96967E-03,3.84189E-01,1.62131E-02
1.1354E-03,2.44598E-02,2.81708E-03,3.94030E-01,1.59079E-02
1.1386E-03,2.47955E-02,2.43561E-03,4.07229E-01,1.59079E-02
1.1419E-03,2.46124E-02,1.67267E-03,4.17300E-01,1.51450E-02
1.1452E-03,2.47955E-02,2.43561E-03,4.29110E-01,1.59079E-02
1.1485E-03,2.46124E-02,2.74078E-03,4.47924E-01,1.68997E-02
1.1518E-03,2.46735E-02,2.51190E-03,4.61627E-01,1.75864E-02
1.1550E-03,2.40631E-02,2.28302E-03,4.76794E-01,1.83493E-02
1.1583E-03,2.46429E-02,1.97784E-03,4.88482E-01,1.69760E-02
1.1616E-03,2.45819E-02,2.43561E-03,5.05160E-01,1.67471E-02
1.1649E-03,2.44904E-02,2.74078E-03,5.20465E-01,1.78152E-02
1.1681E-03,2.49481E-02,2.58820E-03,5.25882E-01,1.84256E-02
1.1714E-03,2.47040E-02,3.35114E-03,5.28994E-01,1.73575E-02
1.1747E-03,2.57416E-02,3.19855E-03,5.29406E-01,1.77390E-02
1.1780E-03,2.62299E-02,4.95331E-03,5.27301E-01,1.85019E-02
1.1812E-03,2.61078E-02,5.10590E-03,5.21487E-01,1.84256E-02
1.1845E-03,2.69928E-02,5.33478E-03,5.13598E-01,1.85782E-02
1.1878E-03,2.68402E-02,5.18219E-03,5.01666E-01,1.88834E-02
1.1911E-03,2.75116E-02,5.33478E-03,4.92144E-01,1.91122E-02
1.1943E-03,2.69318E-02,5.10590E-03,4.87063E-01,1.80441E-02
1.1976E-03,2.82440E-02,5.02960E-03,4.79220E-01,1.75101E-02
1.2009E-03,2.77557E-02,6.17401E-03,4.61764E-01,1.76627E-02
1.2042E-03,2.87018E-02,6.09772E-03,4.45865E-01,1.78152E-02
1.2075E-03,2.80914E-02,5.25848E-03,4.32605E-01,1.78915E-02
1.2107E-03,2.85492E-02,6.47919E-03,4.19436E-01,1.74338E-02
1.2140E-03,2.89459E-02,6.32660E-03,4.05597E-01,1.68234E-02
1.2173E-03,2.85492E-02,6.09772E-03,3.87149E-01,1.73575E-02
1.2206E-03,2.87933E-02,6.25031E-03,3.83624E-01,1.81967E-02
1.2238E-03,2.90680E-02,5.79254E-03,3.62002E-01,1.81967E-02
1.2271E-03,2.85797E-02,5.63995E-03,3.33789E-01,1.73575E-02
1.2304E-03,2.92511E-02,5.94513E-03,3.20346E-01,1.76627E-02
1.2337E-03,2.90985E-02,5.79254E-03,3.10534E-01,1.72049E-02
1.2369E-03,2.96173E-02,6.17401E-03,2.95947E-01,1.75101E-02
1.2402E-03,2.94342E-02,6.09772E-03,2.76111E-01,1.68234E-02
1.2435E-03,2.95868E-02,4.80072E-03,2.60226E-01,1.65182E-02
1.2468E-03,2.96478E-02,5.33478E-03,2.52200E-01,1.60605E-02
1.2501E-03,2.94342E-02,5.63995E-03,2.46585E-01,1.61368E-02
1.2533E-03,3.00751E-02,6.25031E-03,2.46493E-01,1.75101E-02
1.2566E-03,2.95563E-02,5.71625E-03,2.49545E-01,1.65945E-02
1.2599E-03,3.00140E-02,5.02960E-03,2.52475E-01,1.72812E-02
1.2632E-03,2.98309E-02,5.71625E-03,2.62332E-01,1.78152E-02
1.2664E-03,2.92206E-02,4.34296E-03,2.71945E-01,1.76627E-02
1.2697E-03,2.90680E-02,4.26666E-03,2.76309E-01,1.88071E-02
1.2730E-03,2.91901E-02,4.57184E-03,2.82245E-01,1.87308E-02
1.2763E-03,2.86102E-02,3.88519E-03,2.97000E-01,1.85782E-02
1.2795E-03,2.87323E-02,3.35114E-03,3.19644E-01,1.90359E-02
1.2828E-03,2.85797E-02,4.19037E-03,3.37649E-01,1.89597E-02
1.2861E-03,2.88544E-02,4.72443E-03,3.58691E-01,2.05618E-02
1.2894E-03,2.92816E-02,5.18219E-03,3.86096E-01,1.94937E-02
1.2927E-03,2.87628E-02,5.02960E-03,4.10495E-01,1.93411E-02
1.2959E-03,2.88849E-02,5.63995E-03,4.27142E-01,1.94937E-02
1.2992E-03,2.85187E-02,4.19037E-03,4.40356E-01,1.83493E-02
1.3025E-03,2.90985E-02,4.72443E-03,4.54333E-01,1.89597E-02
1.3058E-03,2.98004E-02,4.95331E-03,4.66983E-01,1.91122E-02
1.3090E-03,2.96478E-02,4.87701E-03,4.81540E-01,1.94174E-02
1.3123E-03,3.02277E-02,5.18219E-03,4.93441E-01,1.93411E-02
1.3156E-03,3.01361E-02,4.95331E-03,5.02276E-01,1.94937E-02
1.3189E-03,3.00140E-02,4.95331E-03,5.12988E-01,1.96463E-02
1.3221E-03,3.01056E-02,6.02142E-03,5.23272E-01,1.97989E-02
1.3254E-03,2.98309E-02,5.79254E-03,5.29879E-01,2.07144E-02
1.3287E-03,3.02887E-02,5.33478E-03,5.26523E-01,1.99515E-02
1.3320E-03,3.06244E-02,5.41107E-03,5.16452E-01,2.03329E-02
1.3353E-03,3.04413E-02,4.95331E-03,5.04474E-01,2.01041E-02
1.3385E-03,3.03192E-02,4.72443E-03,4.91839E-01,2.05618E-02
1.3418E-03,3.04108E-02,3.96149E-03,4.78396E-01,2.07907E-02
1.3451E-03,3.03497E-02,5.02960E-03,4.64145E-01,2.07907E-02
1.3484E-03,3.09601E-02,5.33478E-03,4.53341E-01,2.01041E-02
1.3516E-03,3.19977E-02,5.94513E-03,4.33886E-01,1.97989E-02
1.3549E-03,3.19672E-02,5.63995E-03,4.15835E-01,2.01041E-02
1.3582E-03,3.23944E-02,6.63177E-03,3.89132E-01,1.96463E-02
1.3615E-03,3.22113E-02,5.86884E-03,3.67617E-01,2.02567E-02
1.3647E-03,3.24860E-02,6.17401E-03,3.46881E-01,2.04092E-02
1.3680E-03,3.22113E-02,5.33478E-03,3.27197E-01,1.98752E-02
1.3713E-03,3.19672E-02,6.32660E-03,3.13586E-01,2.07907E-02
1.3746E-03,3.19061E-02,6.32660E-03,2.92193E-01,1.93411E-02
1.3778E-03,3.22113E-02,5.56366E-03,2.79498E-01,2.03329E-02
1.3811E-03,3.24860E-02,6.47919E-03,2.69977E-01,2.02567E-02
1.3844E-03,3.20892E-02,5.79254E-03,2.63324E-01,2.05618E-02
1.3877E-03,3.22113E-02,5.63995E-03,2.55877E-01,2.08670E-02
1.3910E-03,3.22113E-02,5.10590E-03,2.51712E-01,2.06381E-02
1.3942E-03,3.19061E-02,5.63995E-03,2.50811E-01,2.14011E-02
1.3975E-03,3.26996E-02,5.71625E-03,2.51483E-01,2.13248E-02
1.4008E-03,3.27911E-02,5.25848E-03,2.55694E-01,2.17062E-02
1.4041E-03,3.23639E-02,5.18219E-03,2.65246E-01,2.13248E-02
1.4073E-03,3.23639E-02,4.03778E-03,2.82641E-01,2.10959E-02
1.4106E-03,3.27606E-02,4.87701E-03,3.00876E-01,2.04855E-02
1.4139E-03,3.23944E-02,4.57184E-03,3.16028E-01,2.05618E-02
1.4172E-03,3.28217E-02,3.80890E-03,3.31866E-01,2.05618E-02
1.4204E-03,3.27911E-02,3.88519E-03,3.48056E-01,2.10196E-02
1.4237E-03,3.27301E-02,4.11407E-03,3.70349E-01,2.14774E-02
1.4270E-03,3.27911E-02,4.95331E-03,3.94549E-01,2.19351E-02
1.4303E-03,3.32794E-02,4.72443E-03,4.13943E-01,2.17825E-02
1.4336E-03,3.36456E-02,4.49554E-03,4.27630E-01,2.26981E-02
1.4368E-03,3.31268E-02,4.19037E-03,4.48016E-01,2.24692E-02
1.4401E-03,3.39508E-02,3.88519E-03,4.66357E-01,2.19351E-02
1.4434E-03,3.32184E-02,4.87701E-03,4.73071E-01,2.21640E-02
1.4467E-03,3.38287E-02,4.72443E-03,4.78122E-01,2.28506E-02
1.4499E-03,3.35541E-02,4.26666E-03,4.99118E-01,2.30795E-02
1.4532E-03,3.36761E-02,4.34296E-03,5.12484E-01,2.26981E-02
1.4565E-03,3.35541E-02,4.41925E-03,5.20556E-01,2.26218E-02
1.4598E-03,3.31879E-02,4.49554E-03,5.25683E-01,2.34610E-02
1.4630E-03,3.34015E-02,4.41925E-03,5.30017E-01,2.38425E-02
1.4663E-03,3.33710E-02,5.02960E-03,5.34152E-01,2.46054E-02
1.4696E-03,3.30963E-02,4.11407E-03,5.37600E-01,2.39951E-02
1.4729E-03,3.32489E-02,4.80072E-03,5.38272E-01,2.36136E-02
1.4762E-03,3.30963E-02,4.49554E-03,5.36517E-01,2.36899E-02
1.4794E-03,3.28827E-02,4.80072E-03,5.33725E-01,2.35373E-02
1.4827E-03,3.27911E-02,4.49554E-03,5.27240E-01,2.35373E-02
1.4860E-03,3.29742E-02,4.26666E-03,5.15597E-01,2.32321E-02
1.4893E-03,3.40424E-02,4.72443E-03,5.07083E-01,2.27744E-02
1.4925E-03,3.42560E-02,5.63995E-03,4.95150E-01,2.35373E-02
1.4958E-03,3.45917E-02,5.71625E-03,4.90512E-01,2.30795E-02
1.4991E-03,3.48358E-02,6.09772E-03,4.78000E-01,2.20877E-02
