in s,C1 in V,C2 in V,C3 in V,C4 in V
-9.8321E-03,2.33963E-01,4.26666E-03,3.40045E-01,2.23656E-01
-9.8288E-03,2.33963E-01,4.34296E-03,3.43448E-01,2.23809E-01
-9.8255E-03,2.34116E-01,5.18219E-03,3.63147E-01,2.24038E-01
-9.8223E-03,2.34726E-01,5.02960E-03,3.82312E-01,2.23809E-01
-9.8190E-03,2.34848E-01,5.18219E-03,3.98944E-01,2.23275E-01
-9.8157E-03,2.34818E-01,6.55548E-03,4.24807E-01,2.22664E-01
-9.8124E-03,2.35916E-01,5.56366E-03,4.48520E-01,2.24190E-01
-9.8091E-03,2.36038E-01,6.32660E-03,4.58865E-01,2.23504E-01
-9.8059E-03,2.36526E-01,6.09772E-03,4.66571E-01,2.22893E-01
-9.8026E-03,2.36893E-01,6.93695E-03,4.78305E-01,2.24496E-01
-9.7993E-03,2.37656E-01,7.39471E-03,4.92526E-01,2.24190E-01
-9.7960E-03,2.37656E-01,7.39471E-03,5.02459E-01,2.24190E-01
-9.7928E-03,2.37473E-01,7.16583E-03,5.06991E-01,2.24801E-01
-9.7895E-03,2.37198E-01,6.70807E-03,5.09631E-01,2.24648E-01
-9.7862E-03,2.37076E-01,6.78436E-03,5.05145E-01,2.25182E-01
-9.7829E-03,2.36496E-01,6.02142E-03,5.00033E-01,2.25411E-01
-9.7797E-03,2.36740E-01,5.63995E-03,4.92694E-01,2.25030E-01
-9.7764E-03,2.35916E-01,5.56366E-03,4.85537E-01,2.24877E-01
-9.7731E-03,2.36191E-01,4.80072E-03,4.71255E-01,2.25258E-01
-9.7698E-03,2.36069E-01,4.19037E-03,4.62710E-01,2.25411E-01
-9.7665E-03,2.36404E-01,4.72443E-03,4.50763E-01,2.26403E-01
-9.7633E-03,2.35916E-01,5.33478E-03,4.30896E-01,2.26479E-01
-9.7600E-03,2.35947E-01,5.25848E-03,4.06497E-01,2.25945E-01
-9.7567E-03,2.36435E-01,4.87701E-03,3.82541E-01,2.27013E-01
-9.7534E-03,2.36221E-01,4.72443E-03,3.63009E-01,2.25869E-01
-9.7502E-03,2.36557E-01,4.57184E-03,3.48040E-01,2.25716E-01
-9.7469E-03,2.36160E-01,4.49554E-03,3.25000E-01,2.26479E-01
-9.7436E-03,2.36588E-01,4.11407E-03,3.01959E-01,2.25640E-01
-9.7403E-03,2.37167E-01,3.80890E-03,2.85144E-01,2.26098E-01
-9.7371E-03,2.36526E-01,3.88519E-03,2.70816E-01,2.25716E-01
-9.7338E-03,2.36740E-01,2.89337E-03,2.61294E-01,2.25411E-01
-9.7305E-03,2.37259E-01,3.73260E-03,2.51407E-01,2.25793E-01
-9.7272E-03,2.36526E-01,2.35931E-03,2.47302E-01,2.26021E-01
-9.7239E-03,2.35886E-01,2.89337E-03,2.45654E-01,2.25564E-01
-9.7207E-03,2.36099E-01,2.58820E-03,2.52734E-01,2.27013E-01
-9.7174E-03,2.35733E-01,2.58820E-03,2.60180E-01,2.26479E-01
-9.7141E-03,2.35428E-01,2.81708E-03,2.69687E-01,2.26555E-01
-9.7108E-03,2.35580E-01,3.35114E-03,2.79879E-01,2.25869E-01
-9.7076E-03,2.36099E-01,2.20673E-03,2.94513E-01,2.26708E-01
-9.7043E-03,2.35947E-01,3.27484E-03,3.10702E-01,2.26327E-01
-9.7010E-03,2.36038E-01,3.12225E-03,3.28936E-01,2.27242E-01
-9.6977E-03,2.36740E-01,3.12225E-03,3.49429E-01,2.26632E-01
-9.6945E-03,2.37106E-01,3.65631E-03,3.71585E-01,2.26403E-01
-9.6912E-03,2.37045E-01,3.88519E-03,3.97815E-01,2.26479E-01
-9.6879E-03,2.37686E-01,4.57184E-03,4.27249E-01,2.26632E-01
-9.6846E-03,2.38358E-01,4.34296E-03,4.42508E-01,2.26327E-01
-9.6814E-03,2.38083E-01,4.95331E-03,4.55935E-01,2.25182E-01
-9.6781E-03,2.38632E-01,4.41925E-03,4.62283E-01,2.26021E-01
-9.6748E-03,2.38449E-01,4.64813E-03,4.76626E-01,2.24953E-01
-9.6715E-03,2.39151E-01,4.57184E-03,4.90008E-01,2.26632E-01
-9.6682E-03,2.39822E-01,5.33478E-03,4.97424E-01,2.26098E-01
-9.6650E-03,2.40250E-01,5.63995E-03,5.03543E-01,2.26403E-01
-9.6617E-03,2.40494E-01,5.33478E-03,5.07876E-01,2.26403E-01
-9.6584E-03,2.39914E-01,5.25848E-03,5.09768E-01,2.26632E-01
-9.6551E-03,2.40097E-01,5.94513E-03,5.07541E-01,2.25869E-01
-9.6519E-03,2.40646E-01,5.71625E-03,5.02581E-01,2.27013E-01
-9.6486E-03,2.39853E-01,5.86884E-03,4.90817E-01,2.27395E-01
-9.6453E-03,2.40250E-01,6.40289E-03,4.76886E-01,2.27166E-01
-9.6420E-03,2.40738E-01,5.71625E-03,4.63015E-01,2.27166E-01
-9.6388E-03,2.40311E-01,5.71625E-03,4.44384E-01,2.27776E-01
-9.6355E-03,2.40158E-01,5.71625E-03,4.22915E-01,2.27929E-01
-9.6322E-03,2.39761E-01,5.48737E-03,4.05932E-01,2.27318E-01
-9.6289E-03,2.40036E-01,5.79254E-03,3.96167E-01,2.27395E-01
-9.6256E-03,2.40280E-01,5.41107E-03,3.79763E-01,2.27090E-01
-9.6224E-03,2.40555E-01,5.41107E-03,3.61071E-01,2.27547E-01
-9.6191E-03,2.40952E-01,4.49554E-03,3.44165E-01,2.27547E-01
-9.6158E-03,2.40860E-01,5.02960E-03,3.27960E-01,2.26861E-01
-9.6125E-03,2.40860E-01,5.71625E-03,3.10305E-01,2.26632E-01
-9.6093E-03,2.41531E-01,4.87701E-03,2.97397E-01,2.28310E-01
-9.6060E-03,2.41562E-01,6.02142E-03,2.81833E-01,2.27929E-01
-9.6027E-03,2.41287E-01,5.79254E-03,2.70373E-01,2.27929E-01
-9.5994E-03,2.40829E-01,5.63995E-03,2.65597E-01,2.29378E-01
-9.5962E-03,2.41104E-01,5.94513E-03,2.58975E-01,2.29302E-01
-9.5929E-03,2.40707E-01,5.56366E-03,2.51681E-01,2.30065E-01
-9.5896E-03,2.40189E-01,4.72443E-03,2.46936E-01,2.30218E-01
-9.5863E-03,2.40280E-01,3.80890E-03,2.45807E-01,2.30294E-01
-9.5830E-03,2.40555E-01,4.26666E-03,2.46600E-01,2.29531E-01
-9.5798E-03,2.40311E-01,5.02960E-03,2.52444E-01,2.29684E-01
-9.5765E-03,2.40921E-01,4.34296E-03,2.60699E-01,2.29073E-01
-9.5732E-03,2.40799E-01,4.41925E-03,2.74630E-01,2.28768E-01
-9.5699E-03,2.41043E-01,3.42743E-03,2.88592E-01,2.28692E-01
-9.5667E-03,2.40707E-01,4.19037E-03,3.10763E-01,2.29912E-01
-9.5634E-03,2.41287E-01,4.41925E-03,3.30279E-01,2.28997E-01
-9.5601E-03,2.40646E-01,3.27484E-03,3.48361E-01,2.27929E-01
-9.5568E-03,2.40677E-01,3.73260E-03,3.66992E-01,2.28310E-01
-9.5536E-03,2.41226E-01,4.34296E-03,3.74820E-01,2.28844E-01
-9.5503E-03,2.41592E-01,3.65631E-03,3.86950E-01,2.29607E-01
-9.5470E-03,2.41501E-01,3.73260E-03,4.10251E-01,2.28768E-01
-9.5437E-03,2.41776E-01,3.80890E-03,4.25113E-01,2.28921E-01
-9.5404E-03,2.41409E-01,3.42743E-03,4.44034E-01,2.29836E-01
-9.5372E-03,2.41898E-01,3.27484E-03,4.61947E-01,2.29607E-01
-9.5339E-03,2.42508E-01,2.58820E-03,4.76977E-01,2.28692E-01
-9.5306E-03,2.42447E-01,2.66449E-03,4.94159E-01,2.28921E-01
-9.5273E-03,2.42508E-01,2.96967E-03,5.05053E-01,2.29912E-01
-9.5241E-03,2.42325E-01,3.65631E-03,5.10592E-01,2.30294E-01
-9.5208E-03,2.42447E-01,3.80890E-03,5.11035E-01,2.29760E-01
-9.5175E-03,2.42203E-01,4.26666E-03,5.09951E-01,2.29073E-01
-9.5142E-03,2.41287E-01,3.80890E-03,5.07907E-01,2.29760E-01
-9.5110E-03,2.41714E-01,3.04596E-03,5.06457E-01,2.29073E-01
-9.5077E-03,2.41196E-01,3.19855E-03,5.03741E-01,2.30218E-01
-9.5044E-03,2.41653E-01,3.27484E-03,4.98584E-01,2.29073E-01
-9.5011E-03,2.42203E-01,2.81708E-03,4.91732E-01,2.29912E-01
-9.4978E-03,2.42569E-01,2.58820E-03,4.81463E-01,2.30218E-01
-9.4946E-03,2.43088E-01,2.96967E-03,4.70523E-01,2.30218E-01
-9.4913E-03,2.42874E-01,4.49554E-03,4.47665E-01,2.31896E-01
-9.4880E-03,2.42996E-01,4.57184E-03,4.33047E-01,2.30370E-01
-9.4847E-03,2.43912E-01,4.26666E-03,4.10571E-01,2.30294E-01
-9.4815E-03,2.43973E-01,5.18219E-03,3.88980E-01,2.30065E-01
-9.4782E-03,2.44278E-01,3.80890E-03,3.66244E-01,2.29912E-01
-9.4749E-03,2.44522E-01,5.02960E-03,3.33468E-01,2.30599E-01
-9.4716E-03,2.44736E-01,4.80072E-03,3.12411E-01,2.31820E-01
-9.4684E-03,2.44949E-01,4.11407E-03,2.92285E-01,2.31133E-01
-9.4651E-03,2.44675E-01,4.19037E-03,2.73166E-01,2.31743E-01
-9.4618E-03,2.44644E-01,4.64813E-03,2.61905E-01,2.31591E-01
-9.4585E-03,2.44461E-01,5.18219E-03,2.55694E-01,2.32812E-01
-9.4553E-03,2.44644E-01,4.72443E-03,2.49438E-01,2.32049E-01
-9.4520E-03,2.44492E-01,4.49554E-03,2.45410E-01,2.32201E-01
-9.4487E-03,2.44064E-01,3.35114E-03,2.44418E-01,2.31591E-01
-9.4454E-03,2.45010E-01,4.26666E-03,2.46646E-01,2.31057E-01
-9.4421E-03,2.44278E-01,3.80890E-03,2.50903E-01,2.31743E-01
-9.4389E-03,2.44064E-01,3.58002E-03,2.57724E-01,2.30981E-01
-9.4356E-03,2.44522E-01,3.35114E-03,2.66147E-01,2.30904E-01
-9.4323E-03,2.44370E-01,3.88519E-03,2.80017E-01,2.31438E-01
-9.4290E-03,2.45102E-01,4.57184E-03,2.93811E-01,2.30675E-01
-9.4258E-03,2.44888E-01,4.03778E-03,3.05606E-01,2.30981E-01
-9.4225E-03,2.45621E-01,4.80072E-03,3.25427E-01,2.31515E-01
-9.4192E-03,2.46140E-01,5.18219E-03,3.41235E-01,2.30141E-01
-9.4159E-03,2.46262E-01,3.65631E-03,3.65573E-01,2.31438E-01
-9.4127E-03,2.46994E-01,4.64813E-03,3.89789E-01,2.32049E-01
-9.4094E-03,2.46811E-01,5.56366E-03,4.12387E-01,2.31286E-01
-9.4061E-03,2.46536E-01,5.25848E-03,4.31155E-01,2.30446E-01
-9.4028E-03,2.46567E-01,6.32660E-03,4.56424E-01,2.31591E-01
-9.3995E-03,-1.11130E-01,5.79254E-03,3.06277E-01,-1.10359E-01
-9.3963E-03,-2.12570E-01,5.86884E-03,3.13748E-02,-2.20451E-01
-9.3930E-03,-2.13181E-01,6.25031E-03,7.14386E-03,-2.20374E-01
-9.3897E-03,-2.13547E-01,5.79254E-03,7.02179E-03,-2.21214E-01
-9.3864E-03,-2.13333E-01,6.25031E-03,6.91498E-03,-2.20832E-01
-9.3832E-03,-2.13638E-01,5.33478E-03,8.71552E-03,-2.21748E-01
-9.3799E-03,-2.13852E-01,6.25031E-03,8.86810E-03,-2.22892E-01
-9.3766E-03,-2.13821E-01,6.25031E-03,1.13248E-02,-2.21977E-01
-9.3733E-03,-2.13638E-01,6.32660E-03,1.84506E-02,-2.23655E-01
-9.3701E-03,-2.13852E-01,6.32660E-03,2.25247E-02,-2.24189E-01
-9.3668E-03,-2.14340E-01,6.93695E-03,2.14566E-02,-2.25181E-01
-9.3635E-03,-2.14066E-01,5.48737E-03,2.45084E-02,-2.24647E-01
-9.3602E-03,-2.14127E-01,5.25848E-03,1.91678E-02,-2.24189E-01
-9.3569E-03,-2.14340E-01,6.78436E-03,3.14511E-02,-2.23503E-01
-9.3537E-03,-2.13760E-01,6.78436E-03,2.70718E-02,-2.23274E-01
-9.3504E-03,-2.14005E-01,6.78436E-03,3.07187E-02,-2.23884E-01
-9.3471E-03,-2.13974E-01,6.17401E-03,4.09421E-02,-2.23350E-01
-9.3438E-03,-2.13608E-01,6.32660E-03,2.69498E-02,-2.22816E-01
-9.3406E-03,-2.13821E-01,6.17401E-03,3.89737E-02,-2.23274E-01
-9.3373E-03,-2.14432E-01,4.87701E-03,3.69138E-02,-2.22282E-01
-9.3340E-03,-2.14218E-01,5.25848E-03,2.70108E-02,-2.22663E-01
-9.3307E-03,-2.14035E-01,5.10590E-03,4.36276E-02,-2.22892E-01
-9.3275E-03,-2.14584E-01,5.33478E-03,4.73203E-02,-2.22129E-01
-9.3242E-03,-2.14523E-01,5.18219E-03,3.30533E-02,-2.22129E-01
-9.3209E-03,-2.14615E-01,4.34296E-03,3.81039E-02,-2.21290E-01
-9.3176E-03,-2.14584E-01,3.80890E-03,5.78793E-02,-2.22206E-01
-9.3143E-03,-2.15164E-01,3.80890E-03,4.89682E-02,-2.22740E-01
-9.3111E-03,-2.15286E-01,3.65631E-03,3.35110E-02,-2.21977E-01
-9.3078E-03,-2.15347E-01,4.64813E-03,4.55807E-02,-2.21366E-01
-9.3045E-03,-2.15439E-01,4.41925E-03,6.02902E-02,-2.20298E-01
-9.3012E-03,-2.15134E-01,4.11407E-03,4.92886E-02,-2.20603E-01
-9.2980E-03,-2.15744E-01,4.26666E-03,3.39383E-02,-2.20374E-01
-9.2947E-03,-2.16446E-01,4.03778E-03,4.51688E-02,-2.20756E-01
-9.2914E-03,-2.16110E-01,3.12225E-03,6.48984E-02,-2.21900E-01
-9.2881E-03,-2.16507E-01,2.96967E-03,6.41812E-02,-2.21061E-01
-9.2849E-03,-2.16202E-01,3.50372E-03,5.07993E-02,-2.20832E-01
-9.2816E-03,-2.16263E-01,3.35114E-03,3.95383E-02,-2.21214E-01
-9.2783E-03,-2.16476E-01,3.88519E-03,5.32712E-02,-2.20985E-01
-9.2750E-03,-2.15988E-01,4.34296E-03,7.39468E-02,-2.20527E-01
-9.2718E-03,-2.15408E-01,3.58002E-03,7.62051E-02,-2.20527E-01
-9.2685E-03,-2.15225E-01,3.96149E-03,5.72537E-02,-2.20603E-01
-9.2652E-03,-2.15591E-01,3.96149E-03,4.28494E-02,-2.20756E-01
-9.2619E-03,-2.15195E-01,4.03778E-03,5.23404E-02,-2.20985E-01
-9.2586E-03,-2.15347E-01,3.58002E-03,7.30313E-02,-2.21748E-01
-9.2554E-03,-2.15714E-01,3.65631E-03,7.67697E-02,-2.20909E-01
-9.2521E-03,-2.15012E-01,3.19855E-03,6.19229E-02,-2.20832E-01
-9.2488E-03,-2.15073E-01,3.19855E-03,4.42380E-02,-2.21061E-01
-9.2455E-03,-2.14951E-01,3.80890E-03,4.67862E-02,-2.20832E-01
-9.2423E-03,-2.14584E-01,3.19855E-03,6.77213E-02,-2.20146E-01
-9.2390E-03,-2.14828E-01,3.73260E-03,8.39108E-02,-2.20298E-01
-9.2357E-03,-2.14676E-01,4.19037E-03,7.96841E-02,-2.20451E-01
-9.2324E-03,-2.14188E-01,4.57184E-03,6.50357E-02,-2.20603E-01
-9.2292E-03,-2.14066E-01,3.19855E-03,5.06314E-02,-2.21214E-01
-9.2259E-03,-2.14401E-01,2.35931E-03,4.84799E-02,-2.21214E-01
-9.2226E-03,-2.14981E-01,1.44379E-03,6.21823E-02,-2.20374E-01
-9.2193E-03,-2.14523E-01,2.28302E-03,8.48111E-02,-2.20756E-01
-9.2160E-03,-2.15530E-01,2.51190E-03,9.96426E-02,-2.20832E-01
-9.2128E-03,-2.14615E-01,2.81708E-03,9.99478E-02,-2.20603E-01
-9.2095E-03,-2.14890E-01,2.89337E-03,7.95773E-02,-2.21214E-01
-9.2062E-03,-2.15134E-01,2.28302E-03,5.87338E-02,-2.20069E-01
-9.2029E-03,-2.14523E-01,2.58820E-03,5.25845E-02,-2.20222E-01
-9.1997E-03,-2.14645E-01,2.43561E-03,6.42270E-02,-2.19535E-01
-9.1964E-03,-2.14462E-01,2.66449E-03,8.56503E-02,-2.19688E-01
-9.1931E-03,-2.13669E-01,3.58002E-03,1.00177E-01,-2.17780E-01
-9.1898E-03,-2.13608E-01,3.35114E-03,9.72928E-02,-2.19154E-01
-9.1866E-03,-2.12784E-01,3.12225E-03,7.80209E-02,-2.18849E-01
-9.1833E-03,-2.13028E-01,3.96149E-03,5.53006E-02,-2.17628E-01
-9.1800E-03,-2.12753E-01,3.73260E-03,5.36069E-02,-2.18238E-01
-9.1767E-03,-2.12631E-01,4.03778E-03,6.89877E-02,-2.18467E-01
-9.1734E-03,-2.12753E-01,3.80890E-03,8.87784E-02,-2.20146E-01
-9.1702E-03,-2.12265E-01,4.49554E-03,1.04098E-01,-2.19154E-01
-9.1669E-03,-2.12265E-01,4.26666E-03,1.02816E-01,-2.18620E-01
-9.1636E-03,-2.11807E-01,4.34296E-03,9.03806E-02,-2.19917E-01
-9.1603E-03,-2.12082E-01,4.64813E-03,7.13528E-02,-2.19764E-01
-9.1571E-03,-2.11166E-01,4.95331E-03,5.67044E-02,-2.18849E-01
-9.1538E-03,-2.11197E-01,6.02142E-03,5.79099E-02,-2.19383E-01
-9.1505E-03,-2.10770E-01,5.41107E-03,7.23904E-02,-2.18086E-01
-9.1472E-03,-2.10403E-01,5.33478E-03,9.21964E-02,-2.18620E-01
-9.1440E-03,-2.10068E-01,5.63995E-03,1.11102E-01,-2.19383E-01
-9.1407E-03,-2.10068E-01,4.95331E-03,1.19220E-01,-2.19154E-01
-9.1374E-03,-2.10007E-01,6.17401E-03,1.12201E-01,-2.19230E-01
-9.1341E-03,-2.10098E-01,5.56366E-03,9.10977E-02,-2.18543E-01
-9.1308E-03,-2.09946E-01,5.18219E-03,7.46793E-02,-2.18009E-01
-9.1276E-03,-2.09946E-01,5.71625E-03,6.26248E-02,-2.18696E-01
-9.1243E-03,-2.10403E-01,4.26666E-03,6.58902E-02,-2.19459E-01
-9.1210E-03,-2.10434E-01,4.57184E-03,8.47653E-02,-2.19230E-01
-9.1177E-03,-2.10953E-01,4.95331E-03,1.04510E-01,-2.19688E-01
-9.1145E-03,-2.11472E-01,5.33478E-03,1.20135E-01,-2.18620E-01
-9.1112E-03,-2.11990E-01,4.26666E-03,1.23782E-01,-2.19612E-01
-9.1079E-03,-2.11929E-01,4.19037E-03,1.11728E-01,-2.18925E-01
-9.1046E-03,-2.11960E-01,4.87701E-03,8.64743E-02,-2.20222E-01
-9.1014E-03,-2.11960E-01,5.02960E-03,6.99490E-02,-2.19917E-01
-9.0981E-03,-2.12173E-01,3.88519E-03,6.34335E-02,-2.19840E-01
-9.0948E-03,-2.12234E-01,4.26666E-03,6.85147E-02,-2.18086E-01
-9.0915E-03,-2.12112E-01,4.57184E-03,8.85037E-02,-2.19306E-01
-9.0882E-03,-2.11960E-01,4.80072E-03,1.11194E-01,-2.18772E-01
-9.0850E-03,-2.12021E-01,4.57184E-03,1.25445E-01,-2.17704E-01
-9.0817E-03,-2.11868E-01,5.18219E-03,1.29687E-01,-2.17246E-01
-9.0784E-03,-2.11166E-01,5.18219E-03,1.20410E-01,-2.17246E-01
-9.0751E-03,-2.11197E-01,5.02960E-03,1.02099E-01,-2.17246E-01
-9.0719E-03,-2.10648E-01,6.17401E-03,8.16983E-02,-2.17094E-01
-9.0686E-03,-2.11258E-01,4.19037E-03,6.84689E-02,-2.17323E-01
-9.0653E-03,-2.10709E-01,4.80072E-03,6.65158E-02,-2.18238E-01
-9.0620E-03,-2.10281E-01,5.71625E-03,7.69070E-02,-2.18467E-01
-9.0588E-03,-2.10251E-01,5.33478E-03,9.54770E-02,-2.18543E-01
-9.0555E-03,-2.10617E-01,4.26666E-03,1.19494E-01,-2.18849E-01
-9.0522E-03,-2.10312E-01,3.58002E-03,1.35089E-01,-2.18467E-01
-9.0489E-03,-2.10403E-01,4.72443E-03,1.40475E-01,-2.18925E-01
-9.0457E-03,-2.10342E-01,2.81708E-03,1.35318E-01,-2.18620E-01
-9.0424E-03,-2.11197E-01,3.50372E-03,1.16549E-01,-2.18162E-01
-9.0391E-03,-2.10648E-01,2.81708E-03,9.68198E-02,-2.17475E-01
-9.0358E-03,-2.10983E-01,2.96967E-03,8.26291E-02,-2.17628E-01
-9.0325E-03,-2.10800E-01,2.43561E-03,7.24362E-02,-2.17628E-01
-9.0293E-03,-2.11533E-01,1.59637E-03,7.36111E-02,-2.16560E-01
-9.0260E-03,-2.11441E-01,1.82526E-03,8.71304E-02,-2.15873E-01
-9.0227E-03,-2.11533E-01,1.74896E-03,1.06372E-01,-2.16407E-01
-9.0194E-03,-2.11502E-01,9.09729E-04,1.29245E-01,-2.15110E-01
-9.0162E-03,-2.11441E-01,2.43561E-03,1.42291E-01,-2.14652E-01
-9.0129E-03,-2.11380E-01,2.13043E-03,1.40948E-01,-2.14729E-01
-9.0096E-03,-2.11716E-01,1.74896E-03,1.27643E-01,-2.15186E-01
-9.0063E-03,-2.11502E-01,2.05414E-03,1.04113E-01,-2.16560E-01
-9.0031E-03,-2.11349E-01,2.35931E-03,8.02029E-02,-2.15797E-01
-8.9998E-03,-2.11868E-01,1.36749E-03,7.02847E-02,-2.15263E-01
-8.9965E-03,-2.11624E-01,2.58820E-03,7.36722E-02,-2.16560E-01
-8.9932E-03,-2.11380E-01,3.19855E-03,8.66574E-02,-2.15721E-01
-8.9899E-03,-2.10709E-01,4.11407E-03,1.06433E-01,-2.16178E-01
-8.9867E-03,-2.10312E-01,3.80890E-03,1.27704E-01,-2.15644E-01
-8.9834E-03,-2.09824E-01,3.50372E-03,1.42321E-01,-2.16712E-01
-8.9801E-03,-2.09335E-01,5.10590E-03,1.45022E-01,-2.17018E-01
-8.9768E-03,-2.09122E-01,5.18219E-03,1.34997E-01,-2.17628E-01
-8.9736E-03,-2.08878E-01,5.10590E-03,1.20273E-01,-2.16636E-01
-8.9703E-03,-2.08359E-01,5.63995E-03,1.04373E-01,-2.17246E-01
-8.9670E-03,-2.07932E-01,5.10590E-03,8.89920E-02,-2.17704E-01
-8.9637E-03,-2.07779E-01,5.63995E-03,7.64951E-02,-2.16483E-01
-8.9605E-03,-2.07077E-01,5.33478E-03,7.42673E-02,-2.18315E-01
-8.9572E-03,-2.07230E-01,5.79254E-03,8.47348E-02,-2.17170E-01
-8.9539E-03,-2.06619E-01,6.17401E-03,1.02023E-01,-2.16789E-01
-8.9506E-03,-2.06924E-01,6.02142E-03,1.23675E-01,-2.17094E-01
-8.9473E-03,-2.06497E-01,5.48737E-03,1.42962E-01,-2.18086E-01
-8.9441E-03,-2.06497E-01,6.25031E-03,1.54788E-01,-2.16941E-01
-8.9408E-03,-2.06802E-01,5.79254E-03,1.59091E-01,-2.17475E-01
-8.9375E-03,-2.06161E-01,6.63177E-03,1.52041E-01,-2.17323E-01
-8.9342E-03,-2.06497E-01,5.79254E-03,1.33624E-01,-2.17704E-01
-8.9310E-03,-2.06406E-01,5.56366E-03,1.13971E-01,-2.18086E-01
-8.9277E-03,-2.06680E-01,5.63995E-03,9.79489E-02,-2.17857E-01
-8.9244E-03,-2.07077E-01,4.72443E-03,8.56351E-02,-2.17094E-01
-8.9211E-03,-2.06955E-01,5.02960E-03,7.91348E-02,-2.17475E-01
-8.9179E-03,-2.06863E-01,5.33478E-03,8.09811E-02,-2.16712E-01
-8.9146E-03,-2.06711E-01,4.41925E-03,9.34018E-02,-2.16178E-01
-8.9113E-03,-2.07199E-01,4.64813E-03,1.12811E-01,-2.16026E-01
-8.9080E-03,-2.07504E-01,4.19037E-03,1.33258E-01,-2.15797E-01
-8.9047E-03,-2.07870E-01,3.04596E-03,1.52575E-01,-2.15263E-01
-8.9015E-03,-2.08115E-01,2.81708E-03,1.62616E-01,-2.15415E-01
-8.8982E-03,-2.08328E-01,3.96149E-03,1.60327E-01,-2.15339E-01
-8.8949E-03,-2.08969E-01,3.96149E-03,1.46884E-01,-2.14729E-01
-8.8916E-03,-2.09213E-01,3.58002E-03,1.25033E-01,-2.14424E-01
-8.8884E-03,-2.09000E-01,4.80072E-03,1.03534E-01,-2.14424E-01
-8.8851E-03,-2.09091E-01,3.35114E-03,8.48569E-02,-2.15797E-01
-8.8818E-03,-2.08786E-01,3.50372E-03,7.79904E-02,-2.16026E-01
-8.8785E-03,-2.08572E-01,2.89337E-03,8.49484E-02,-2.15415E-01
-8.8753E-03,-2.09091E-01,2.96967E-03,9.88492E-02,-2.14195E-01
-8.8720E-03,-2.08420E-01,3.42743E-03,1.23645E-01,-2.15034E-01
-8.8687E-03,-2.08633E-01,2.81708E-03,1.41543E-01,-2.14347E-01
-8.8654E-03,-2.08054E-01,3.73260E-03,1.56421E-01,-2.13203E-01
-8.8622E-03,-2.08694E-01,2.96967E-03,1.63012E-01,-2.13966E-01
-8.8589E-03,-2.09183E-01,2.51190E-03,1.58404E-01,-2.13966E-01
-8.8556E-03,-2.09091E-01,1.74896E-03,1.47067E-01,-2.13889E-01
-8.8523E-03,-2.09457E-01,1.82526E-03,1.29413E-01,-2.14424E-01
-8.8490E-03,-2.08969E-01,1.36749E-03,1.09500E-01,-2.14042E-01
-8.8458E-03,-2.08878E-01,1.74896E-03,9.31577E-02,-2.14195E-01
-8.8425E-03,-2.08603E-01,2.20673E-03,8.45212E-02,-2.14652E-01
-8.8392E-03,-2.07901E-01,2.66449E-03,8.13779E-02,-2.12821E-01
-8.8359E-03,-2.07291E-01,2.89337E-03,8.71457E-02,-2.12898E-01
-8.8327E-03,-2.07657E-01,2.35931E-03,9.65756E-02,-2.12821E-01
-8.8294E-03,-2.07779E-01,2.96967E-03,1.13498E-01,-2.11524E-01
-8.8261E-03,-2.08267E-01,2.43561E-03,1.41497E-01,-2.12592E-01
-8.8228E-03,-2.07474E-01,2.05414E-03,1.59350E-01,-2.11753E-01
-8.8196E-03,-2.08054E-01,2.51190E-03,1.70245E-01,-2.10533E-01
-8.8163E-03,-2.08206E-01,8.33435E-04,1.75235E-01,-2.11295E-01
-8.8130E-03,-2.08328E-01,1.44379E-03,1.72168E-01,-2.11143E-01
-8.8097E-03,-2.08542E-01,1.59637E-03,1.60067E-01,-2.11753E-01
-8.8064E-03,-2.08420E-01,9.09729E-04,1.44000E-01,-2.12898E-01
-8.8032E-03,-2.08450E-01,2.43561E-03,1.28222E-01,-2.12516E-01
-8.7999E-03,-2.07626E-01,1.90155E-03,1.09988E-01,-2.12440E-01
-8.7966E-03,-2.06650E-01,3.35114E-03,9.25626E-02,-2.12821E-01
-8.7933E-03,-2.06467E-01,3.42743E-03,8.64896E-02,-2.12974E-01
-8.7901E-03,-2.06039E-01,4.34296E-03,8.94040E-02,-2.12516E-01
-8.7868E-03,-2.05704E-01,4.34296E-03,9.95511E-02,-2.13050E-01
-8.7835E-03,-2.06009E-01,4.57184E-03,1.13391E-01,-2.12898E-01
-8.7802E-03,-2.05338E-01,4.34296E-03,1.31259E-01,-2.13508E-01
-8.7770E-03,-2.04941E-01,4.57184E-03,1.51889E-01,-2.12821E-01
-8.7737E-03,-2.04453E-01,3.73260E-03,1.69757E-01,-2.13127E-01
-8.7704E-03,-2.04910E-01,3.42743E-03,1.81369E-01,-2.13508E-01
-8.7671E-03,-2.05399E-01,3.12225E-03,1.81491E-01,-2.13508E-01
-8.7638E-03,-2.05154E-01,3.50372E-03,1.72274E-01,-2.13813E-01
-8.7606E-03,-2.05338E-01,3.80890E-03,1.54559E-01,-2.14195E-01
-8.7573E-03,-2.05124E-01,4.41925E-03,1.32937E-01,-2.13203E-01
-8.7540E-03,-2.04605E-01,4.49554E-03,1.16031E-01,-2.12745E-01
-8.7507E-03,-2.04361E-01,4.03778E-03,9.86813E-02,-2.10761E-01
